tweet_id,timestamp,rating_numerator,rating_denominator,retweet_count,favorite_count,Dog_Type,breed,confidence,name,source,jpg_url,text,url
793150605191548928,2016-10-31 18:00:14,11,10,1657,6070,,Italian greyhound,0.193869,Nida,Twitter for iPhone,https://pbs.twimg.com/media/CwHWOZ7W8AAHv8S.jpg,This is Nida. She's a free elf. Waited so long for this day. 11/10 https://t.co/3lE8Izgmkf,https://t.co/3lE8Izgmkf
793135492858580992,2016-10-31 17:00:11,13,10,2449,6287,,none,0.0,None,Twitter for iPhone,https://pbs.twimg.com/media/CwHIg61WIAApnEV.jpg,Your favorite squad is looking extra h*ckin spooky today. 13/10 for all https://t.co/PrgvOyPtDT,https://t.co/PrgvOyPtDT
793120401413079041,2016-10-31 16:00:13,11,10,3814,12426,,Labrador retriever,0.7249439999999999,Robin,Twitter for iPhone,https://pbs.twimg.com/media/CwG6zDfWcAA8jBD.jpg,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value. Still 11/10 great effort https://t.co/sxMrsOZ8zb",https://t.co/sxMrsOZ8zb
792913359805018113,2016-10-31 02:17:31,13,10,3875,14039,,none,0.0,a,Twitter for iPhone,https://pbs.twimg.com/media/CwD-eCLWIAA6v0B.jpg,Here is a perfect example of someone who has their priorities in order. 13/10 for both owner and Forrest https://t.co/LRyMrU7Wfq,https://t.co/LRyMrU7Wfq
792883833364439040,2016-10-31 00:20:11,12,10,4155,11093,,standard poodle,8.31451e-05,Bailey,Twitter for iPhone,https://pbs.twimg.com/media/CwDjoH3WAAIniIs.jpg,This is Bailey. She's rather h*ckin hype for Halloween tomorrow. Carved those pupkins herself. 12/10 https://t.co/v17mFm0Ftz,https://t.co/v17mFm0Ftz
792773781206999040,2016-10-30 17:02:53,12,10,1639,7224,,Yorkshire terrier,0.912804,Monster,Twitter for iPhone,https://pbs.twimg.com/media/CwB_i-zXEAEiP29.jpg,This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster. 12/10 would snug https://t.co/RhaPExuxJL,https://t.co/RhaPExuxJL
792394556390137856,2016-10-29 15:55:58,12,10,4194,13159,,cocker spaniel,0.746387,BeBe,Twitter for iPhone,https://pbs.twimg.com/media/Cv8moW9W8AIHOxR.jpg,Meet BeBe. She rocks the messy bun of your dreams. H*ckin flawless. 12/10 would watch her tutorial https://t.co/of0pFNBIl8,https://t.co/of0pFNBIl8
792050063153438720,2016-10-28 17:07:05,11,10,1741,7003,,komondor,0.942856,Remus,Twitter for iPhone,https://pbs.twimg.com/media/Cv3tU38WcAASFas.jpg,This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good dog. 11/10 https://t.co/S3f1SYylzu,https://t.co/S3f1SYylzu
791672322847637504,2016-10-27 16:06:04,13,10,3055,11539,,golden retriever,0.705092,None,Twitter for iPhone,https://pbs.twimg.com/media/CvyVxQRWEAAdSZS.jpg,When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,https://t.co/O5IUmRHRIh
791406955684368384,2016-10-26 22:31:36,12,10,4010,12916,,Pembroke,0.972629,Levi,Twitter for iPhone,https://pbs.twimg.com/media/CvukbEkWAAAV-69.jpg,Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets https://t.co/Zcw9Sccctc,https://t.co/Zcw9Sccctc
791312159183634433,2016-10-26 16:14:55,12,10,2467,8605,,miniature pinscher,0.892925,Mabel,Twitter for iPhone,https://pbs.twimg.com/media/CvtONV4WAAAQ3Rn.jpg,This is Mabel. She's super h*ckin smol. Portable af. Comes with the smol shoe. 12/10 would keep in frocket https://t.co/GGJvxYt3xK,https://t.co/GGJvxYt3xK
790987426131050500,2016-10-25 18:44:32,12,10,2076,9627,,cocker spaniel,0.349195,Misty,Twitter for iPhone,https://pbs.twimg.com/media/Cvom3ZJXEAE29TD.jpg,This is Misty. She has a cowboy hat on her nose. 12/10 https://t.co/Eno0mypHIr,https://t.co/Eno0mypHIr
790946055508652032,2016-10-25 16:00:09,12,10,4563,16373,puppo,golden retriever,0.245773,Betty,Twitter for iPhone,https://pbs.twimg.com/media/CvoBPWRWgAA4het.jpg,This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af https://t.co/dgvTPZ9tgI,https://t.co/dgvTPZ9tgI
790698755171364864,2016-10-24 23:37:28,12,10,1878,8058,,Bernese mountain dog,0.996541,Mosby,Twitter for iPhone,https://pbs.twimg.com/media/CvkgUjbUsAEvo7l.jpg,This is Mosby. He appears to be rather h*ckin snuggable af. 12/10 keep it up Mosby https://t.co/IiiBq460I7,https://t.co/IiiBq460I7
790581949425475584,2016-10-24 15:53:19,11,10,6921,20258,,malinois,0.000152999,Duke,Twitter for iPhone,https://pbs.twimg.com/media/Cvi2FiKWgAAif1u.jpg,This is Duke. He sneaks into the fridge sometimes. It's his safe place. 11/10 would give little jacket if necessary https://t.co/Fd5WFDTMH4,https://t.co/Fd5WFDTMH4
790337589677002753,2016-10-23 23:42:19,12,10,1846,7688,,Pembroke,0.658808,Maggie,Twitter for iPhone,https://pbs.twimg.com/media/CvfX2AnWYAAQTay.jpg,Meet Maggie. She can hear your cells divide. 12/10 can also probably fly https://t.co/ovE2hqXryV,https://t.co/ovE2hqXryV
790277117346975746,2016-10-23 19:42:02,11,10,3095,12324,,Labrador retriever,0.427742,Bruce,Twitter for iPhone,https://pbs.twimg.com/media/Cveg1-NXgAASaaT.jpg,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7,https://t.co/aI7umZHIq7
789986466051088384,2016-10-23 00:27:05,12,10,2252,9085,,golden retriever,0.07853049999999999,Happy,Twitter for iPhone,https://pbs.twimg.com/media/CvaYgDOWgAEfjls.jpg,This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v,https://t.co/Ln89R4FP7v
789628658055020548,2016-10-22 00:45:17,13,10,1723,7338,,chow,0.260702,Eli,Twitter for iPhone,https://pbs.twimg.com/media/CvVTEnPXYAAWLyL.jpg,This is Eli. He can fly. 13/10 magical af https://t.co/huPSJJ7FDI,https://t.co/huPSJJ7FDI
789599242079838210,2016-10-21 22:48:24,12,10,1877,6615,,Chesapeake Bay retriever,0.8788219999999999,Brownie,Twitter for iPhone,https://pbs.twimg.com/media/CvU4UZpXgAE1pAV.jpg,This is Brownie. She's wearing a Halloween themed onesie. 12/10 festive af https://t.co/0R4meWXFOx,https://t.co/0R4meWXFOx
789530877013393408,2016-10-21 18:16:44,12,10,3283,11499,,schipperke,0.363272,Rizzy,Twitter for iPhone,https://pbs.twimg.com/media/CvT6IV6WEAQhhV5.jpg,This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,https://t.co/TU4sZogVIq
789268448748703744,2016-10-21 00:53:56,10,10,2553,8945,,malamute,0.81286,Stella,Twitter for iPhone,https://pbs.twimg.com/media/CvQLdotWcAAZn86.jpg,This is Stella. She's happier than I will ever be. 10/10 would trade lives with https://t.co/JSs2bfDtTS,https://t.co/JSs2bfDtTS
789137962068021249,2016-10-20 16:15:26,12,10,2711,9527,,Chihuahua,0.746135,Bo,Twitter for iPhone,https://pbs.twimg.com/media/CvOUw8vWYAAzJDq.jpg,This is Bo. He's a West Congolese Bugaboop Snuggle. Rather exotic. Master of the head tilt. 12/10 would pay to pet https://t.co/2jwxxtNzoN,https://t.co/2jwxxtNzoN
788908386943430656,2016-10-20 01:03:11,11,10,12156,26913,,golden retriever,0.0340897,Lucy,Twitter for iPhone,https://pbs.twimg.com/media/CvLD-mbWYAAFI8w.jpg,"This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af https://t.co/3BXh073tDm",https://t.co/3BXh073tDm
788765914992902144,2016-10-19 15:37:03,12,10,10035,26813,,cocker spaniel,0.500509,Butter,Twitter for iPhone,https://pbs.twimg.com/media/CvJCabcWgAIoUxW.jpg,This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,https://t.co/x5gXRS1abq
788412144018661376,2016-10-18 16:11:17,11,10,5129,15235,,golden retriever,0.805238,Dexter,Twitter for iPhone,https://pbs.twimg.com/media/CvEAqQoWgAADj5K.jpg,This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af https://t.co/4DhSsC1W7S,https://t.co/4DhSsC1W7S
788178268662984705,2016-10-18 00:41:57,13,10,2044,7100,,Samoyed,0.73548,None,Twitter for iPhone,https://pbs.twimg.com/media/CvAr88kW8AEKNAO.jpg,Atlas is back and this time he's got doggles. Still 13/10 solarly conscious af https://t.co/s7MgFWDySc,https://t.co/s7MgFWDySc
788150585577050112,2016-10-17 22:51:57,13,10,1250,5998,,chow,0.814145,Leo,Twitter for iPhone,https://pbs.twimg.com/media/CvASw6dWcAQmo3X.jpg,This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats https://t.co/xosHjFzVXc,https://t.co/xosHjFzVXc
788039637453406209,2016-10-17 15:31:05,12,10,1280,6009,,none,0.0,None,Twitter for iPhone,https://pbs.twimg.com/media/Cu-t20yWEAAFHXi.jpg,Did... did they pick out that license plate? 12/10 for both https://t.co/lRmUUOxgbQ,https://t.co/lRmUUOxgbQ
787810552592695296,2016-10-17 00:20:47,11,10,2971,8449,,pug,0.362835,Frank,Twitter for iPhone,https://pbs.twimg.com/media/Cu7dg2RXYAIaGXE.jpg,This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent https://t.co/pNNjBtHWPc,https://t.co/pNNjBtHWPc
787717603741622272,2016-10-16 18:11:26,13,10,2700,10062,puppo,German shepherd,0.992339,Tonks,Twitter for iPhone,https://pbs.twimg.com/media/Cu6I9vvWIAAZG0a.jpg,This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from 7 miles away. 13/10 would follow anywhere https://t.co/i622ZbWkUp,https://t.co/i622ZbWkUp
787397959788929025,2016-10-15 21:01:17,11,10,2779,10682,,Chihuahua,0.900483,Moose,Twitter for iPhone,https://pbs.twimg.com/media/Cu1mQsDWEAAU_VQ.jpg,This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug https://t.co/lHVHGdDzb3,https://t.co/lHVHGdDzb3
787322443945877504,2016-10-15 16:01:13,10,10,1695,7640,,golden retriever,0.105703,Lincoln,Twitter for iPhone,https://pbs.twimg.com/media/Cu0hlfwWYAEdnXO.jpg,This is Lincoln. He forgot to use his blinker when he changed lanes just now. Guilty as h*ck. Still 10/10 https://t.co/lsrR83SiVp,https://t.co/lsrR83SiVp
786963064373534720,2016-10-14 16:13:10,12,10,7763,26116,,golden retriever,0.915303,Rory,Twitter for iPhone,https://pbs.twimg.com/media/Cuvau3MW8AAxaRv.jpg,This is Rory. He's got an interview in a few minutes. Looking spiffy af. Nervous as h*ck tho. 12/10 would hire https://t.co/ibj5g6xaAj,https://t.co/ibj5g6xaAj
786709082849828864,2016-10-13 23:23:56,75,10,5969,17920,,Pomeranian,0.467321,Logan,Twitter for iPhone,https://pbs.twimg.com/media/CurzvFTXgAA2_AP.jpg,"This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af 9.75/10 https://t.co/yBO5wuqaPS",https://t.co/yBO5wuqaPS
786664955043049472,2016-10-13 20:28:35,12,10,2467,10371,,Leonberg,0.512034,None,Twitter for iPhone,https://pbs.twimg.com/media/CurLmoqXgAEPoJ-.jpg,"""Honestly Kathleen I just want more Ken Bone"" 12/10 https://t.co/HmlEvAMP4r",https://t.co/HmlEvAMP4r
786595970293370880,2016-10-13 15:54:28,11,10,3049,9290,,Pembroke,0.709512,Dale,Twitter for iPhone,https://pbs.twimg.com/media/CuqM0fVWAAAboKR.jpg,This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho https://t.co/L8BWDD4oBX,https://t.co/L8BWDD4oBX
786363235746385920,2016-10-13 00:29:39,13,10,3372,10665,doggo,golden retriever,0.929266,Rizzo,Twitter for iPhone,https://pbs.twimg.com/media/Cum5LlfWAAAyPcS.jpg,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,https://t.co/TVXpEJB7Wn
786233965241827333,2016-10-12 15:55:59,11,10,4578,14939,,Labrador retriever,0.478193,Mattie,Twitter for iPhone,https://pbs.twimg.com/media/CulDnZpWcAAGbZ-.jpg,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution https://t.co/78c9W8kLFh,https://t.co/78c9W8kLFh
785927819176054784,2016-10-11 19:39:28,12,10,3100,11166,,toy poodle,0.00849262,Lucy,Twitter for iPhone,https://pbs.twimg.com/media/CugtKeXWEAAamDZ.jpg,This is Lucy. She's strives to be the best potato she can be. 12/10 would boop https://t.co/lntsj7Fc4Y,https://t.co/lntsj7Fc4Y
785872687017132033,2016-10-11 16:00:24,12,10,1751,6568,,Great Pyrenees,0.392108,Rusty,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/785872596088811520/pu/img/5O-_BgqdFQu_2Bt7.jpg,Meet Rusty. He appears to be rather h*ckin fluffy. Also downright adorable af. 12/10 would rub my face against his https://t.co/1j9kLGb4wV,https://t.co/1j9kLGb4wV
785639753186217984,2016-10-11 00:34:48,10,10,2182,7713,"doggo, pupper",none,0.0,Pinot,Twitter for iPhone,https://pbs.twimg.com/media/CucnLmeWAAALOSC.jpg,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd,https://t.co/f2wmLZTPHd
785533386513321988,2016-10-10 17:32:08,11,10,1932,8896,,miniature pinscher,0.436023,Dallas,Twitter for iPhone,https://pbs.twimg.com/media/CubGchjXEAA6gpw.jpg,This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af https://t.co/h4jhlH4EyG,https://t.co/h4jhlH4EyG
785264754247995392,2016-10-09 23:44:41,12,10,1585,7116,,chow,0.056137,Doc,Twitter for iPhone,https://pbs.twimg.com/media/CuXSHNnWcAIWEwn.jpg,This is Doc. He requested to be carried around like that. 12/10 anything for Doc https://t.co/mWYACm4qnx,https://t.co/mWYACm4qnx
785170936622350336,2016-10-09 17:31:53,11,10,4700,11773,,Eskimo dog,0.0274944,Hero,Twitter for iPhone,https://pbs.twimg.com/media/CuV8yfxXEAAUlye.jpg,This is Hero. He was enjoying the car ride until he remembered that bees are dying globally at an alarming rate. 11/10 https://t.co/cubFg7F4qQ,https://t.co/cubFg7F4qQ
784826020293709826,2016-10-08 18:41:19,13,10,3145,9896,,chow,0.0903414,Rusty,Twitter for iPhone,https://pbs.twimg.com/media/CuRDF-XWcAIZSer.jpg,This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ,https://t.co/AsykOwMrXQ
784517518371221505,2016-10-07 22:15:26,11,10,2454,8798,,malamute,0.757764,Frankie,Twitter for iPhone,https://pbs.twimg.com/media/CuMqhGrXYAQwRqU.jpg,This is Frankie. He has yet to learn how to control his tongue. 11/10 maybe one day https://t.co/p6fgYe2dB6,https://t.co/p6fgYe2dB6
784431430411685888,2016-10-07 16:33:21,12,10,1234,5613,,miniature poodle,0.744819,Stormy,Twitter for iPhone,https://pbs.twimg.com/media/CuLcNkCXgAEIwK2.jpg,This is Stormy. He's curly af. Already pupared for Coachella next year. 12/10 https://t.co/PHA1vtqqpt,https://t.co/PHA1vtqqpt
783839966405230592,2016-10-06 01:23:05,13,10,10475,29331,,none,0.0,Riley,Twitter for iPhone,https://pbs.twimg.com/media/CuDCSM-XEAAJw1W.jpg,This is Riley. His owner put a donut pillow around him and he loves it so much he won't let anyone take it off. 13/10 https://t.co/8TCQcsZCZ8,https://t.co/8TCQcsZCZ8
783821107061198850,2016-10-06 00:08:09,12,10,1907,7212,,Lakeland terrier,0.26565900000000003,Mairi,Twitter for iPhone,https://pbs.twimg.com/media/CuCxIzyWEAQTnQA.jpg,This is Mairi. She has mastered the art of camouflage. 12/10 h*ckin sneaky af https://t.co/STcPjiNAHp,https://t.co/STcPjiNAHp
783695101801398276,2016-10-05 15:47:27,12,10,3116,10235,,chow,0.314265,Loomis,Twitter for iPhone,https://pbs.twimg.com/media/CuA-iRHXYAAWP8e.jpg,This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free https://t.co/kCRKlFg4AY,https://t.co/kCRKlFg4AY
783466772167098368,2016-10-05 00:40:09,11,10,2166,8266,,Chihuahua,0.789,Finn,Twitter for iPhone,https://pbs.twimg.com/media/Ct9u3ljW8AEnVIm.jpg,This is Finn. He likes eavesdropping from filing cabinets. It's a real issue but no one has approached him about it. 11/10 would still pet https://t.co/s8W8Del9HQ,https://t.co/s8W8Del9HQ
783391753726550016,2016-10-04 19:42:03,13,10,5306,16522,,Norwegian elkhound,0.87713,Godi,Twitter for iPhone,https://pbs.twimg.com/media/Ct8qn8EWIAAk9zP.jpg,Meet Godi. He's an avid beachgoer and part time rainbow summoner. Eyeliner flawless af. 13/10 would snug well https://t.co/BO936YdJdi,https://t.co/BO936YdJdi
783334639985389568,2016-10-04 15:55:06,12,10,11321,28451,,Cardigan,0.593858,Dave,Twitter for iPhone,https://pbs.twimg.com/media/Ct72q9jWcAAhlnw.jpg,This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu,https://t.co/nfprKAXqwu
783085703974514689,2016-10-03 23:25:55,11,10,2125,7977,,Chesapeake Bay retriever,0.240602,Earl,Twitter for iPhone,https://pbs.twimg.com/media/Ct4URfWUAAQ7lKe.jpg,This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats https://t.co/IsqyvbjFgM,https://t.co/IsqyvbjFgM
782969140009107456,2016-10-03 15:42:44,12,10,7148,23601,,golden retriever,0.17139300000000002,Cali,Twitter for iPhone,https://pbs.twimg.com/media/Ct2qO5PXEAE6eB0.jpg,This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable https://t.co/vOBV1ZqVcX,https://t.co/vOBV1ZqVcX
782747134529531904,2016-10-03 01:00:34,11,10,1370,7306,doggo,golden retriever,0.560699,Deacon,Twitter for iPhone,https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,https://t.co/C6fUMnHt1H
782722598790725632,2016-10-02 23:23:04,10,10,5222,16873,,Irish setter,0.574557,Penny,Twitter for iPhone,https://pbs.twimg.com/media/CtzKC7zXEAALfSo.jpg,"This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6",https://t.co/zrMVdfFej6
782598640137187329,2016-10-02 15:10:30,11,10,1826,7632,,malamute,0.8408709999999999,Timmy,Twitter for iPhone,https://pbs.twimg.com/media/CtxZTtxUMAEduGo.jpg,This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10 https://t.co/BIUchFwHqn,https://t.co/BIUchFwHqn
782305867769217024,2016-10-01 19:47:08,12,10,5375,16272,doggo,briard,0.5044270000000001,Sampson,Twitter for iPhone,https://pbs.twimg.com/media/CttPBt0WIAAcsDE.jpg,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,https://t.co/pgVKxRw0s1
781955203444699136,2016-09-30 20:33:43,11,10,3261,10905,,none,0.0,Chipson,Twitter for iPhone,https://pbs.twimg.com/media/CtoQGu4XgAQgv5m.jpg,This is Chipson. He weighed in at .3 ounces and is officially super h*ckin smol. Space-saving af. 11/10 would snug delicately https://t.co/FjEsk7A1JV,https://t.co/FjEsk7A1JV
781661882474196992,2016-09-30 01:08:10,5,10,2632,10196,,Pembroke,0.438087,None,Twitter for iPhone,https://pbs.twimg.com/media/CtkFS72WcAAiUrs.jpg,Who keeps sending in pictures without dogs in them? This needs to stop. 5/10 for the mediocre road https://t.co/ELqelxWMrC,https://t.co/ELqelxWMrC
781524693396357120,2016-09-29 16:03:01,12,10,5380,20274,,Chesapeake Bay retriever,0.0035225,None,Twitter for iPhone,https://pbs.twimg.com/media/CtiIj0AWcAEBDvw.jpg,Idk why this keeps happening. We only rate dogs. Not Bangladeshi Couch Chipmunks. Please only send dogs... 12/10 https://t.co/ya7bviQUUf,https://t.co/ya7bviQUUf
781251288990355457,2016-09-28 21:56:36,11,10,2007,8213,,Mexican hairless,0.8877709999999999,Oakley,Twitter for iPhone,https://pbs.twimg.com/media/CteP5H5WcAEhdLO.jpg,This is Oakley. He just got yelled at for going 46 in a 45. Churlish af. 11/10 would still pet so well https://t.co/xIYsa6LPA4,https://t.co/xIYsa6LPA4
781163403222056960,2016-09-28 16:07:23,10,10,2673,9583,,Shetland sheepdog,0.973841,None,Twitter for iPhone,https://pbs.twimg.com/media/Ctc_-BTWEAAQpZh.jpg,"We normally don't rate lobsters, but this one appears to be a really good lobster. 10/10 would pet with caution https://t.co/YkHc7U7uUy",https://t.co/YkHc7U7uUy
780931614150983680,2016-09-28 00:46:20,13,10,7042,21151,puppo,none,0.0,None,Twitter for iPhone,https://pbs.twimg.com/media/CtZtJxAXEAAyPGd.jpg,I want to finally rate this iconic puppo who thinks the parade is all for him. 13/10 would absolutely attend https://t.co/5dUYOu4b8d,https://t.co/5dUYOu4b8d
780858289093574656,2016-09-27 19:54:58,10,10,1949,7038,,Chesapeake Bay retriever,0.488555,Dash,Twitter for iPhone,https://pbs.twimg.com/media/CtYqeNHWgAATqYZ.jpg,"This is Dash. He's very stylish, but also incredibly unimpressed with the current state of our nation. 10/10 would pet ears first https://t.co/YElO4hvXI6",https://t.co/YElO4hvXI6
780800785462489090,2016-09-27 16:06:28,11,10,1255,5353,,Siberian husky,0.951963,Koda,Twitter for iPhone,https://pbs.twimg.com/media/CtX2Kr9XYAAuxrM.jpg,This is Koda. He has a weird relationship with tall grass. Slightly concerning. 11/10 would def still pet https://t.co/KQzSR8eCsw,https://t.co/KQzSR8eCsw
780601303617732608,2016-09-27 02:53:48,12,10,3250,11818,,Saint Bernard,0.995143,Hercules,Twitter for iPhone,https://pbs.twimg.com/media/CtVAvX-WIAAcGTf.jpg,Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately https://t.co/mH0IOyFdIG,https://t.co/mH0IOyFdIG
780543529827336192,2016-09-26 23:04:13,12,10,1693,6151,,golden retriever,0.628312,None,Twitter for iPhone,https://pbs.twimg.com/media/CtUMLzRXgAAbZK5.jpg,Here's a perturbed super floof. 12/10 would snug so damn well https://t.co/VG095mi09Q,https://t.co/VG095mi09Q
780459368902959104,2016-09-26 17:29:48,11,10,1039,5172,,Great Dane,0.382491,Bear,Twitter for iPhone,https://pbs.twimg.com/media/CtS_p9kXEAE2nh8.jpg,"This is Bear. Don't worry, he's not a real bear tho. Contains unreal amounts of squish. 11/10 heteroskedastic af https://t.co/coi4l1T2Sm",https://t.co/coi4l1T2Sm
780192070812196864,2016-09-25 23:47:39,11,10,2171,8494,,vizsla,0.144012,None,Twitter for iPhone,https://pbs.twimg.com/media/CtPMhwvXYAIt6NG.jpg,We only rate dogs. Pls stop sending in non-canines like this Urban Floof Giraffe. I can't handle this. 11/10 https://t.co/zHIqpM5Gni,https://t.co/zHIqpM5Gni
779834332596887552,2016-09-25 00:06:08,11,10,6786,18409,,golden retriever,0.99383,Scout,Twitter for iPhone,https://pbs.twimg.com/media/CtKHLuCWYAA2TTs.jpg,This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,https://t.co/x0gV2Ck3AD
779377524342161408,2016-09-23 17:50:56,12,10,3007,8549,pupper,none,0.0,None,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/779377444025499652/pu/img/eIiLDy9F6rPNarEc.jpg,Have you ever seen such a smol pupper? Portable af. 12/10 would keep in shirt pocket https://t.co/KsqaIzlQ12,https://t.co/KsqaIzlQ12
779056095788752897,2016-09-22 20:33:42,13,10,4374,14396,,Chihuahua,0.721188,None,Twitter for iPhone,https://pbs.twimg.com/media/Cs_DYr1XEAA54Pu.jpg,Everybody drop what you're doing and look at this dog. 13/10 must be super h*ckin rare https://t.co/I1bJUzUEW5,https://t.co/I1bJUzUEW5
778990705243029504,2016-09-22 16:13:51,11,10,6944,19445,,cocker spaniel,0.7153510000000001,Jay,Twitter for iPhone,https://pbs.twimg.com/media/Cs-H5uhWcAAiNY9.jpg,This is Jay. He's really h*ckin happy about the start of fall. Sneaky tongue slip in 2nd pic. 11/10 snuggly af https://t.co/vyx1X5eyWI,https://t.co/vyx1X5eyWI
778748913645780993,2016-09-22 00:13:04,11,10,1263,6701,,Staffordshire bullterrier,0.351434,Mya,Twitter for iPhone,https://pbs.twimg.com/media/Cs6r_-kVIAALh1p.jpg,"This is Mya (pronounced ""mmmyah?""). Her head is round af. 11/10 would pat accordingly https://t.co/1dpEuALnY0",https://t.co/1dpEuALnY0
778650543019483137,2016-09-21 17:42:10,10,10,1446,5611,,German shepherd,0.515699,Strider,Twitter for iPhone,https://pbs.twimg.com/media/Cs5ShihWEAAH2ti.jpg,"Meet Strider. He thinks he's a sorority girl. Already wants to go to NYC for a weekend to say he's ""studied abroad"" 10/10 https://t.co/KYZkPuiC1l",https://t.co/KYZkPuiC1l
778624900596654080,2016-09-21 16:00:17,11,10,977,4487,,Airedale,0.786089,Penny,Twitter for iPhone,https://pbs.twimg.com/media/Cs47N3eWcAEmgiW.jpg,This is Penny. She's a sailor pup. 11/10 would take to the open seas with https://t.co/0rRxyBQt32,https://t.co/0rRxyBQt32
778408200802557953,2016-09-21 01:39:11,14,10,4165,13288,,Pembroke,0.8483620000000001,None,Twitter for iPhone,https://pbs.twimg.com/media/Cs12ICuWAAECNRy.jpg,RIP Loki. Thank you for the good times. You will be missed by many. 14/10 https://t.co/gJKD9pst5A,https://t.co/gJKD9pst5A
778383385161035776,2016-09-21 00:00:35,13,10,1060,5667,,collie,0.345266,Nala,Twitter for iPhone,https://pbs.twimg.com/media/Cs1fjyqWIAE2jop.jpg,This is Nala. She's a future Dogue model. Won't respond to my texts. 13/10 would be an honor to pet https://t.co/zP1IvAATWv,https://t.co/zP1IvAATWv
778286810187399168,2016-09-20 17:36:50,11,10,3191,10117,,Boston bull,0.32207,Stanley,Twitter for iPhone,https://pbs.twimg.com/media/Cs0HuUTWcAUpSE8.jpg,This is Stanley. He has too much skin. Isn't happy about it. Quite pupset actually. Still 11/10 would comfort https://t.co/hhTfnPrWfb,https://t.co/hhTfnPrWfb
778039087836069888,2016-09-20 01:12:28,12,10,2557,8275,pupper,German shepherd,0.717776,None,Twitter for iPhone,https://pbs.twimg.com/media/CswmaHmWAAAbdY9.jpg,Evolution of a pupper yawn featuring Max. 12/10 groundbreaking stuff https://t.co/t8Y4x9DmVD,https://t.co/t8Y4x9DmVD
778027034220126208,2016-09-20 00:24:34,27,10,1550,6386,pupper,clumber,0.946718,Sophie,Twitter for iPhone,https://pbs.twimg.com/media/Cswbc2yWcAAVsCJ.jpg,This is Sophie. She's a Jubilant Bush Pupper. Super h*ckin rare. Appears at random just to smile at the locals. 11.27/10 would smile back https://t.co/QFaUiIHxHq,https://t.co/QFaUiIHxHq
777885040357281792,2016-09-19 15:00:20,3,10,1574,6198,,Afghan hound,0.123529,Wesley,Twitter for iPhone,https://pbs.twimg.com/media/CsuaUH2WAAAWJh1.jpg,This is Wesley. He's clearly trespassing. Seems rather h*ckin violent too. Weaponized forehead. 3/10 wouldn't let in https://t.co/pL7wbMRW7M,https://t.co/pL7wbMRW7M
